fen,type,wdl,dtz,num_pieces,turn
4R3/8/8/2K5/8/6k1/3n4/8 b - - 0 1,R vs k+n,0,0,4,0
k7/8/3K4/8/2P5/2b5/8/8 w - - 0 1,P vs k+b,0,0,4,1
8/3Np3/8/8/6k1/K7/8/8 w - - 0 1,N vs k+p,0,0,4,1
8/4K3/7r/8/8/8/3b4/4k3 b - - 0 1,K vs k+r+b,2,17,4,0
8/1n6/8/3k1K2/8/8/3r4/8 w - - 0 1,K vs k+r+n,-2,-14,4,1
8/7k/8/6p1/8/N6K/8/8 b - - 0 1,N vs k+p,0,0,4,0
1P6/8/3K4/8/4k3/8/8/8 b - - 0 1,P vs k,0,0,3,0
6p1/Q7/8/8/8/k1p1K3/8/8 b - - 0 1,Q vs k+2p,-2,-4,5,0
8/8/6kb/8/8/8/8/5K2 b - - 0 1,K vs k+b,0,0,3,0
7R/8/5K2/8/8/5k2/1N6/8 b - - 0 1,R+N vs k,-2,-16,4,0
1K6/8/8/1k6/8/p6n/8/8 w - - 0 1,K vs k+n+p,-2,-2,4,1
8/7k/5q2/K2R4/1R6/8/8/8 b - - 0 1,2R vs k+q,0,0,5,0
7k/3K3p/8/8/8/4BQ2/8/8 w - - 0 1,Q+B vs k+p,2,1,5,1
8/8/2K2k2/8/6P1/8/8/8 w - - 0 1,P vs k,0,0,3,1
6B1/4k3/8/8/8/8/K7/8 b - - 0 1,B vs k,0,0,3,0
4K3/B7/8/1k6/8/8/8/2N5 w - - 0 1,B+N vs k,2,50,4,1
8/5N2/7K/8/7k/8/8/8 w - - 0 1,N vs k,0,0,3,1
8/2k4P/1q1B4/4b3/4K3/8/8/8 b - - 0 1,B+P vs k+q+b,2,1,6,0
8/1n6/8/8/8/1k2B3/5K2/8 w - - 0 1,B vs k+n,0,0,4,1
2k4p/5K2/8/8/1b4N1/8/8/8 b - - 0 1,N vs k+b+p,0,0,5,0
8/1R6/8/1Bn5/4k3/K7/8/8 b - - 0 1,R+B vs k+n,0,0,5,0
5k2/8/3P4/8/5K2/8/5Q2/7B b - - 0 1,Q+B+P vs k,-2,-2,5,0
7b/8/8/8/8/7b/4K3/k7 w - - 0 1,K vs k+2b,-2,-33,4,1
8/3B3K/1p3k2/8/8/q7/8/8 w - - 0 1,B vs k+q+p,-2,-4,5,1
8/1k6/8/8/7q/1K2Qp2/8/8 w - - 0 1,Q vs k+q+p,0,0,5,1
8/2k5/8/4K1q1/8/N7/8/8 w - - 0 1,N vs k+q,-2,-12,4,1
8/8/8/p5k1/8/8/1q6/4K2R w - - 0 1,R vs k+q+p,-2,-6,5,1
1p4q1/8/4k3/8/8/4K3/6r1/8 w - - 0 1,K vs k+q+r+p,-2,-2,5,1
3B4/8/8/2Bk4/8/7K/8/8 w - - 0 1,2B vs k,0,0,4,1
8/8/4K3/7Q/n7/6k1/8/4P3 w - - 0 1,Q+P vs k+n,2,1,5,1
8/8/1n6/2k3N1/8/3K4/8/8 b - - 0 1,N vs k+n,0,0,4,0
1k6/8/3K2N1/8/8/8/8/8 b - - 0 1,N vs k,0,0,3,0
8/2n5/5K2/8/3k4/8/6p1/5R2 b - - 0 1,R vs k+n+p,2,1,5,0
8/p3k2Q/8/7K/3Q4/8/8/8 b - - 0 1,2Q vs k+p,-2,-2,5,0
8/8/4K3/8/8/k7/7r/8 b - - 0 1,K vs k+r,2,27,3,0
8/1b6/8/Nk5K/8/8/8/8 w - - 0 1,N vs k+b,0,0,4,1
8/K4B2/8/8/8/8/8/R3k3 b - - 0 1,R+B vs k,-2,-20,4,0
8/8/8/5b2/7b/8/k6P/5K2 b - - 0 1,P vs k+2b,2,9,5,0
5N2/4K3/1k6/8/1P6/8/8/8 w - - 0 1,N+P vs k,0,0,4,1
7k/8/4r3/8/8/8/8/6Kq w - - 0 1,K vs k+q+r,-2,-2,4,1
8/8/8/8/8/pK2Pk2/8/8 w - - 0 1,P vs k+p,0,0,4,1
2N5/8/7b/8/8/1K5k/4B3/8 b - - 0 1,B+N vs k+b,0,0,5,0
8/8/q5k1/7K/3B4/8/8/5P2 w - - 0 1,B+P vs k+q,-2,-2,5,1
8/4B3/6K1/3k4/8/8/5Q2/8 w - - 0 1,Q+B vs k,2,7,4,1
2K5/3n2r1/8/8/3k4/8/5B2/8 b - - 0 1,B vs k+r+n,2,13,5,0
8/8/8/8/4n3/3K4/8/2k5 w - - 0 1,K vs k+n,0,0,3,1
8/8/8/3K4/8/1k6/8/8 b - - 0 1,K vs k,0,0,2,0
8/8/6k1/b7/8/8/K2p4/8 b - - 0 1,K vs k+b+p,2,1,4,0
7k/8/8/8/8/8/8/K7 b - - 0 1,K vs k,0,0,2,0
8/8/4n3/5Q2/5q2/8/3k2K1/8 b - - 0 1,Q vs k+q+n,2,1,5,0
8/8/8/1k6/1B6/8/5K2/8 w - - 0 1,B vs k,0,0,3,1
6k1/8/8/2n3K1/8/8/8/8 b - - 0 1,K vs k+n,0,0,3,0
8/5K1R/8/4b3/2k5/8/8/N7 w - - 0 1,R+N vs k+b,2,33,5,1
7k/8/1K5q/8/8/8/8/8 w - - 0 1,K vs k+q,-2,-18,3,1
8/8/r7/K7/4k3/8/2P5/6b1 w - - 0 1,P vs k+r+b,0,0,5,1
5K2/7k/8/8/8/8/3N3n/2Q2r2 w - - 0 1,Q+N vs k+r+n,2,1,6,1
8/1k6/6n1/1K6/5b2/8/8/2q5 b - - 0 1,K vs k+q+b+n,2,3,5,0
1K6/8/1p6/8/4k2B/8/8/8 b - - 0 1,B vs k+p,0,0,4,0
2K5/8/8/8/1k6/q7/R7/8 b - - 0 1,R vs k+q,2,1,4,0
8/8/8/7k/1q6/3K4/8/8 b - - 0 1,K vs k+q,2,11,3,0
1R1k4/8/6Q1/6P1/8/8/5K2/8 b - - 0 1,Q+R+P vs k,-2,-2,5,0
1Pq2K2/8/8/8/8/8/4nk2/8 w - - 0 1,P vs k+q+n,-2,-2,5,1
4B3/8/2R5/8/3k1K2/8/2P5/8 w - - 0 1,R+B+P vs k,2,1,5,1
8/8/6R1/2K5/6b1/7B/8/4k3 w - - 0 1,R+B vs k+b,2,1,5,1
8/8/8/7K/2P5/6B1/2k5/8 b - - 0 1,B+P vs k,-2,-2,4,0
1K6/8/8/4k3/8/8/8/2N5 w - - 0 1,N vs k,0,0,3,1
8/5K1k/8/3N4/8/8/8/8 w - - 0 1,N vs k,0,0,3,1
8/4r3/4QP2/8/5k2/8/8/4K3 b - - 0 1,Q+P vs k+r,2,1,5,0
2K3q1/8/4Q3/8/8/3k4/8/8 w - - 0 1,Q vs k+q,2,1,4,1
8/8/8/7K/4Nk2/8/3P4/8 b - - 0 1,N+P vs k,0,0,4,0
K7/8/8/8/3p4/6k1/3n2Q1/8 b - - 0 1,Q vs k+n+p,2,1,5,0
8/8/5R2/8/6k1/8/8/1K6 b - - 0 1,R vs k,-2,-26,3,0
6N1/8/4k3/3p4/8/8/K2R1Q2/8 w - - 0 1,Q+R+N vs k+p,2,1,6,1
2k5/8/8/8/8/8/4K3/5n2 w - - 0 1,K vs k+n,0,0,3,1
4b3/K7/8/1k6/8/8/8/8 w - - 0 1,K vs k+b,0,0,3,1
1b6/8/1k4K1/8/q7/8/8/8 b - - 0 1,K vs k+q+b,2,7,4,0
4K1r1/8/8/8/6k1/8/7n/8 w - - 0 1,K vs k+r+n,-2,-20,4,1
1k1K4/3p4/8/8/8/8/8/8 b - - 0 1,K vs k+p,2,1,3,0
8/8/8/b1k5/7K/5n2/8/8 w - - 0 1,K vs k+b+n,-2,-51,4,1
8/2b5/8/7n/k2N4/8/5K2/8 w - - 0 1,N vs k+b+n,0,0,5,1
8/8/8/8/8/2RK4/4r3/3k1Q2 w - - 0 1,Q+R vs k+r,2,1,5,1
1K6/5p2/8/3N4/8/B5k1/8/8 w - - 0 1,B+N vs k+p,2,11,5,1
3K3N/8/8/8/5k2/8/8/8 b - - 0 1,N vs k,0,0,3,0
8/8/8/8/k7/7P/4K3/8 w - - 0 1,P vs k,2,1,3,1
8/8/1K2k3/5p2/8/8/8/8 b - - 0 1,K vs k+p,2,1,3,0
7k/1Q6/8/5K2/4q3/5P2/8/8 b - - 0 1,Q+P vs k+q,2,1,5,0
8/3r4/8/8/2k5/5K2/8/8 b - - 0 1,K vs k+r,2,19,3,0
8/8/2k5/8/B7/8/8/5K2 b - - 0 1,B vs k,0,0,3,0
7r/8/8/5k2/B1K5/8/5n2/8 w - - 0 1,B vs k+r+n,-2,-26,5,1
8/8/K1k5/8/8/8/R7/8 b - - 0 1,R vs k,-2,-28,3,0
8/8/8/2R5/3n3K/8/8/k4n2 b - - 0 1,R vs k+2n,0,0,5,0
8/8/4N3/7K/8/1P6/3k4/8 w - - 0 1,N+P vs k,2,1,4,1
8/8/2k5/8/8/NK6/8/8 w - - 0 1,N vs k,0,0,3,1
4B3/8/8/2K3p1/8/8/2b5/k7 w - - 0 1,B vs k+b+p,0,0,5,1
k1b4B/1B6/8/6K1/8/8/4P3/8 w - - 0 1,2B+P vs k+b,2,1,6,1
8/8/8/8/8/1QK5/k7/3P4 b - - 0 1,Q+P vs k,-2,-2,4,0
8/8/B7/5K1P/8/7R/1k6/8 b - - 0 1,R+B+P vs k,-2,-2,5,0
8/8/3K3Q/8/8/2pk4/8/2P5 w - - 0 1,Q+P vs k+p,2,1,5,1
8/6N1/2r5/2k5/8/8/2K5/8 w - - 0 1,N vs k+r,0,0,4,1
8/7K/1Q2r3/8/8/3R4/8/1k6 w - - 0 1,Q+R vs k+r,2,1,5,1
8/6k1/8/8/8/8/8/bK6 w - - 0 1,K vs k+b,0,0,3,1
K3n3/8/8/2r5/8/8/1k3B2/8 w - - 0 1,B vs k+r+n,0,0,5,1
8/3k4/8/q5K1/8/8/1r6/5N2 w - - 0 1,N vs k+q+r,-2,-4,5,1
3k4/8/8/8/B7/2K5/8/2N5 b - - 0 1,B+N vs k,-2,-55,4,0
4k3/8/8/5P2/1N6/8/K7/8 w - - 0 1,N+P vs k,2,1,4,1
8/B5Q1/8/5k2/3K4/8/8/8 b - - 0 1,Q+B vs k,-2,-8,4,0
8/8/8/8/4k2K/8/7n/8 b - - 0 1,K vs k+n,0,0,3,0
8/8/3k4/8/8/8/1Q2nK2/8 b - - 0 1,Q vs k+n,-2,-4,4,0
Q7/8/8/2k5/8/8/7K/8 b - - 0 1,Q vs k,-2,-16,3,0
8/4p3/8/8/2kr4/6K1/8/6R1 b - - 0 1,R vs k+r+p,0,0,5,0
8/8/6n1/8/p7/8/K6k/8 w - - 0 1,K vs k+n+p,0,0,4,1
8/7B/8/5p2/8/8/5N2/4k1K1 b - - 0 1,B+N vs k+p,-2,-2,5,0
8/B7/8/3R4/8/5k2/K7/8 b - - 0 1,R+B vs k,-2,-18,4,0
6R1/7r/8/8/5K2/8/1r5R/k7 b - - 0 1,2R vs k+2r,2,1,6,0
8/8/5k2/8/8/1K1Q3B/8/8 b - - 0 1,Q+B vs k,-2,-10,4,0
n7/8/8/8/3k2K1/8/8/8 w - - 0 1,K vs k+n,0,0,3,1
7n/1K6/8/4k3/8/8/8/4P3 b - - 0 1,P vs k+n,-2,-4,4,0
8/8/8/1k4K1/4P3/1n6/8/8 w - - 0 1,P vs k+n,0,0,4,1
N3k3/8/8/4K3/8/3N4/8/8 w - - 0 1,2N vs k,0,0,4,1
8/2Kn4/8/2B5/8/4k3/8/7P b - - 0 1,B+P vs k+n,0,0,5,0
8/2b5/8/3K4/k7/B7/8/8 b - - 0 1,B vs k+b,0,0,4,0
7k/8/8/8/6K1/8/n4Pr1/8 w - - 0 1,P vs k+r+n,-2,-8,5,1
5k2/8/6K1/8/8/4p3/8/8 b - - 0 1,K vs k+p,2,1,3,0
8/8/8/k7/8/4p3/6K1/6R1 b - - 0 1,R vs k+p,-2,-4,4,0
8/8/8/8/8/1r6/1k6/7K b - - 0 1,K vs k+r,2,15,3,0
8/8/8/8/8/1K4q1/8/1k6 w - - 0 1,K vs k+q,-2,-12,3,1
8/8/8/8/2K3k1/3r4/8/8 b - - 0 1,K vs k+r,2,25,3,0
8/6k1/8/8/2K5/8/4P3/4B3 w - - 0 1,B+P vs k,2,1,4,1
8/8/K2B4/6R1/6k1/8/6b1/8 b - - 0 1,R+B vs k+b,0,0,5,0
8/6p1/8/8/8/8/k2K4/8 b - - 0 1,K vs k+p,0,0,3,0
2k2R2/5p2/6K1/8/8/8/8/8 w - - 0 1,R vs k+p,2,1,4,1
7K/8/7k/8/8/6p1/8/8 w - - 0 1,K vs k+p,-2,-2,3,1
8/8/1P6/8/7K/6p1/1k5Q/8 b - - 0 1,Q+P vs k+p,2,1,5,0
1Q3k2/8/3B3K/8/8/8/8/7b b - - 0 1,Q+B vs k+b,-2,-4,5,0
6k1/2K1B3/8/7r/8/6r1/8/8 w - - 0 1,B vs k+2r,-2,-10,5,1
4k3/7K/8/8/8/8/1p6/8 w - - 0 1,K vs k+p,-2,-2,3,1
1n5K/8/8/8/k7/8/8/8 w - - 0 1,K vs k+n,0,0,3,1
6B1/8/8/2K5/8/5qr1/5k2/8 b - - 0 1,B vs k+q+r,2,1,5,0
1k6/6b1/7p/8/K7/2Q5/8/8 w - - 0 1,Q vs k+b+p,2,1,5,1
1K6/8/8/1k6/8/2r5/8/8 w - - 0 1,K vs k+r,-2,-8,3,1
8/7k/5p2/8/8/8/1K6/8 b - - 0 1,K vs k+p,2,1,3,0
3b1kp1/8/8/8/8/8/8/K6P w - - 0 1,P vs k+b+p,2,65535,5,1
K3k3/4p3/8/8/8/8/5P2/8 w - - 0 1,P vs k+p,0,0,4,1
8/1K6/2r5/8/8/8/1k6/5p2 b - - 0 1,K vs k+r+p,2,3,4,0
8/8/K7/8/8/6k1/5N2/8 b - - 0 1,N vs k,0,0,3,0
1r5Q/3k4/8/8/5QK1/4P3/8/8 w - - 0 1,2Q+P vs k+r,2,1,6,1
8/8/8/8/8/1K6/7n/3k4 w - - 0 1,K vs k+n,0,0,3,1
7k/8/8/8/8/2K5/2q5/8 w - - 0 1,K vs k+q,0,0,3,1
8/7Q/8/8/3K4/8/3k1B2/8 w - - 0 1,Q+B vs k,2,3,4,1
8/8/8/8/8/2R5/k4K2/8 b - - 0 1,R vs k,-2,-14,3,0
8/3P4/5K1k/4P3/8/8/8/8 b - - 0 1,2P vs k,-2,-2,4,0
8/3K4/8/2Q5/1R6/3k4/5q2/p7 b - - 0 1,Q+R vs k+q+p,2,1,6,0
8/1r6/1K5r/8/4k3/2N5/8/8 w - - 0 1,N vs k+2r,0,0,5,1
5k2/8/8/2K5/8/8/1P2n3/4q3 w - - 0 1,P vs k+q+n,-2,-6,5,1
8/7K/rk6/8/8/8/8/8 w - - 0 1,K vs k+r,-2,-22,3,1
2K5/6N1/3k4/8/8/8/8/8 b - - 0 1,N vs k,0,0,3,0
3K4/8/7B/2N5/8/8/6k1/8 b - - 0 1,B+N vs k,-2,-55,4,0
3K4/8/4p3/8/8/8/8/7k w - - 0 1,K vs k+p,-2,-2,3,1
2k5/8/8/8/8/7K/3r4/8 w - - 0 1,K vs k+r,-2,-28,3,1
8/n7/3b4/5k2/5Q2/8/2K5/8 b - - 0 1,Q vs k+b+n,2,1,5,0
8/6K1/q7/8/7p/8/6r1/5k2 w - - 0 1,K vs k+q+r+p,-2,-2,5,1
8/8/8/k6r/8/8/3K4/8 w - - 0 1,K vs k+r,-2,-28,3,1
2r4K/1k6/8/8/8/2B5/8/8 w - - 0 1,B vs k+r,-2,-1,4,1
1K6/Q7/8/6p1/8/1B6/8/5k2 w - - 0 1,Q+B vs k+p,2,3,5,1
8/1K6/6k1/2Q5/8/8/8/8 w - - 0 1,Q vs k,2,11,3,1
8/8/8/8/5b2/K7/8/6k1 w - - 0 1,K vs k+b,0,0,3,1
5r2/7B/1N6/8/8/8/1K3k2/8 w - - 0 1,B+N vs k+r,0,0,5,1
8/8/8/8/2k3q1/8/8/4K3 w - - 0 1,K vs k+q,-2,-8,3,1
8/8/1n4k1/8/8/8/RK6/8 w - - 0 1,R vs k+n,2,2,4,1
1K4nk/2p5/7P/8/8/8/4q3/8 b - - 0 1,P vs k+q+n+p,2,1,6,0
8/3K1k2/3Q4/8/8/8/8/8 w - - 0 1,Q vs k,2,9,3,1
8/2n5/3K3r/8/8/8/8/1k6 w - - 0 1,K vs k+r+n,-2,-20,4,1
8/N7/8/1p1K4/k7/8/8/4N3 b - - 0 1,2N vs k+p,0,0,5,0
5K2/8/7R/8/8/8/1k6/8 w - - 0 1,R vs k,2,23,3,1
5n2/8/8/8/8/r2k4/7K/8 w - - 0 1,K vs k+r+n,-2,-12,4,1
K7/8/8/8/2k5/7r/8/8 w - - 0 1,K vs k+r,-2,-12,3,1
3k3p/8/1q6/5K2/2b5/8/8/8 b - - 0 1,K vs k+q+b+p,2,1,5,0
6k1/8/7K/8/8/1b6/8/8 b - - 0 1,K vs k+b,0,0,3,0
8/8/7R/8/2n5/4k1K1/8/8 w - - 0 1,R vs k+n,0,0,4,1
3k4/5q2/1N6/8/2Q5/7K/8/8 b - - 0 1,Q+N vs k+q,0,0,5,0
8/8/1K3Q2/8/8/P5k1/4B3/8 w - - 0 1,Q+B+P vs k,2,1,5,1
1Q6/8/8/4p3/3R4/5b2/6k1/1K6 w - - 0 1,Q+R vs k+b+p,2,1,6,1
2N5/8/8/1k1K4/8/8/8/7q w - - 0 1,N vs k+q,-2,-4,4,1
8/6k1/8/8/8/4r3/K7/8 b - - 0 1,K vs k+r,2,21,3,0
8/3K4/4r3/5k2/5b2/8/8/6n1 b - - 0 1,K vs k+r+b+n,2,7,5,0
8/8/8/8/8/2n4k/8/1K6 w - - 0 1,K vs k+n,0,0,3,1
8/8/3n2P1/8/1K6/8/8/6k1 w - - 0 1,P vs k+n,2,1,4,1
4n3/5k1r/8/4K3/8/1B6/8/8 b - - 0 1,B vs k+r+n,2,37,5,0
4B3/8/2k1K3/8/8/8/N7/2n5 b - - 0 1,B+N vs k+n,-2,-2,5,0
3b4/8/8/8/7n/4p3/K7/6k1 b - - 0 1,K vs k+b+n+p,2,1,5,0
8/8/8/k7/3P4/8/2q5/p2K2R1 w - - 0 1,R+P vs k+q+p,2,1,6,1
4b1q1/8/3K2k1/8/8/8/8/8 w - - 0 1,K vs k+q+b,-2,-10,4,1
8/8/8/2KQ4/6b1/8/8/k6B w - - 0 1,Q+B vs k+b,2,3,5,1
8/8/2p5/8/3q4/5k2/8/2KP4 w - - 0 1,P vs k+q+p,-2,-2,5,1
8/7r/4k3/7q/8/2N5/8/6K1 b - - 0 1,N vs k+q+r,2,3,5,0
8/8/5n2/7b/8/2P1K3/8/5k2 b - - 0 1,P vs k+b+n,2,9,5,0
8/k7/4n3/8/3b4/8/8/2K5 b - - 0 1,K vs k+b+n,2,38,4,0
8/8/6rk/8/4K3/5R2/8/8 w - - 0 1,R vs k+r,0,0,4,1
5NN1/7k/8/8/8/b7/8/1K6 b - - 0 1,2N vs k+b,0,0,5,0
3K4/8/8/3R4/k7/8/8/8 b - - 0 1,R vs k,-2,-22,3,0
8/8/7R/3K1k2/8/N7/8/8 w - - 0 1,R+N vs k,2,15,4,1
1N6/3Q4/8/8/8/7k/8/2Q3K1 b - - 0 1,2Q+N vs k,-2,-2,5,0
8/8/2p5/6K1/1B6/8/8/5qk1 w - - 0 1,B vs k+q+p,-2,-6,5,1
8/8/2k5/8/8/7n/p7/3Q2K1 w - - 0 1,Q vs k+n+p,2,5,5,1
k7/8/6Q1/2p5/8/8/4K3/8 b - - 0 1,Q vs k+p,-2,-4,4,0
8/8/8/8/1k6/8/8/2K2B2 w - - 0 1,B vs k,0,0,3,1
8/5P2/8/8/8/6K1/8/1k6 w - - 0 1,P vs k,2,1,3,1
8/8/n7/2K5/5R2/8/k1N5/8 w - - 0 1,R+N vs k+n,2,7,5,1
6R1/8/2K5/8/3n4/8/7k/7q w - - 0 1,R vs k+q+n,-2,-8,5,1
7n/1k2b3/4K3/8/8/8/q7/8 w - - 0 1,K vs k+q+b+n,-2,-4,5,1
1k6/5K2/8/8/p7/8/8/7q w - - 0 1,K vs k+q+p,-2,-2,4,1
6k1/K7/8/1b6/8/8/8/8 b - - 0 1,K vs k+b,0,0,3,0
1K4B1/8/7k/2R5/8/8/8/8 w - - 0 1,R+B vs k,2,11,4,1
8/8/K3n3/8/2k5/8/8/8 b - - 0 1,K vs k+n,0,0,3,0
3Q4/8/8/8/1k6/7K/7R/7q w - - 0 1,Q+R vs k+q,2,1,5,1
K7/8/5k2/8/8/8/8/6B1 w - - 0 1,B vs k,0,0,3,1
8/2k5/8/4R3/8/8/K7/8 b - - 0 1,R vs k,-2,-28,3,0
5k2/8/7R/6Q1/8/8/8/K3p3 w - - 0 1,Q+R vs k+p,2,3,5,1
8/7n/1k6/8/2R5/2p5/8/7K b - - 0 1,R vs k+n+p,0,0,5,0
8/8/4n3/8/1K6/6k1/8/8 w - - 0 1,K vs k+n,0,0,3,1
1p6/8/3k4/7K/8/8/8/8 b - - 0 1,K vs k+p,2,1,3,0
6K1/8/8/8/8/8/8/2k1N3 b - - 0 1,N vs k,0,0,3,0
8/8/8/8/q3K3/8/6k1/8 w - - 0 1,K vs k+q,-2,-16,3,1
5k2/2K5/8/8/2p2R2/8/8/8 b - - 0 1,R vs k+p,-2,-2,4,0
2r5/8/8/8/8/8/1b3k1K/1R6 b - - 0 1,R vs k+r+b,2,1,5,0
8/4P3/2K5/8/1Q6/8/8/5Qk1 b - - 0 1,2Q+P vs k,-2,-2,5,0
6r1/8/8/8/8/3k4/K7/8 b - - 0 1,K vs k+r,2,5,3,0
8/8/8/8/5Q2/2k4K/8/8 b - - 0 1,Q vs k,-2,-14,3,0
8/8/3K4/8/8/8/4Q2k/1N6 b - - 0 1,Q+N vs k,-2,-8,4,0
8/1K3R2/4r1k1/8/8/8/8/8 b - - 0 1,R vs k+r,2,1,4,0
8/1n6/8/1R6/6k1/8/1K6/8 w - - 0 1,R vs k+n,2,1,4,1
4k3/1B6/8/8/8/8/3K4/8 b - - 0 1,B vs k,0,0,3,0
8/1B6/8/8/4n3/8/8/K2k4 b - - 0 1,B vs k+n,0,0,4,0
8/1RN4k/8/8/8/6K1/8/8 b - - 0 1,R+N vs k,-2,-12,4,0
8/4Nk2/8/5N2/B7/8/5K2/8 w - - 0 1,B+2N vs k,2,7,5,1
4N3/6k1/8/8/8/8/4K3/8 b - - 0 1,N vs k,0,0,3,0
8/8/8/B5K1/7p/8/8/1k6 w - - 0 1,B vs k+p,0,0,4,1
7K/2r5/3N3k/8/8/8/8/8 w - - 0 1,N vs k+r,0,0,4,1
2p5/6K1/8/8/8/8/B3k3/5q2 w - - 0 1,B vs k+q+p,0,0,5,1
8/1q6/R7/5K2/8/8/8/3k4 b - - 0 1,R vs k+q,2,1,4,0
8/8/8/n7/K7/8/k7/8 b - - 0 1,K vs k+n,0,0,3,0
7b/K7/8/8/8/8/k7/8 b - - 0 1,K vs k+b,0,0,3,0
1K6/8/8/8/1N6/8/7k/8 w - - 0 1,N vs k,0,0,3,1
8/1r6/8/2kb4/8/7K/7p/8 b - - 0 1,K vs k+r+b+p,2,1,5,0
8/6k1/8/7b/8/8/8/K7 w - - 0 1,K vs k+b,0,0,3,1
8/8/8/8/2KN4/8/R2qp3/6k1 b - - 0 1,R+N vs k+q+p,2,1,6,0
8/8/6K1/8/k7/b7/8/8 w - - 0 1,K vs k+b,0,0,3,1
3k4/8/8/4P3/8/8/K7/8 w - - 0 1,P vs k,0,0,3,1
8/Q3K3/8/8/2r5/7k/8/6Q1 w - - 0 1,2Q vs k+r,2,1,5,1
4k1N1/8/8/8/6K1/6b1/8/8 w - - 0 1,N vs k+b,0,0,4,1
2K5/8/1b3bn1/4k3/8/8/8/8 b - - 0 1,K vs k+2b+n,2,9,5,0
1B5K/5r2/8/8/B7/8/1k6/8 b - - 0 1,2B vs k+r,0,0,5,0
4B3/8/rk2B3/8/2K5/8/8/8 b - - 0 1,2B vs k+r,0,0,5,0
8/4n1k1/8/8/8/8/4K3/8 b - - 0 1,K vs k+n,0,0,3,0
6K1/8/8/8/5n2/8/6k1/8 b - - 0 1,K vs k+n,0,0,3,0
3N4/8/2n5/8/k7/1N3q2/8/2K5 b - - 0 1,2N vs k+q+n,2,1,6,0
8/8/7N/3K3R/8/7k/8/8 b - - 0 1,R+N vs k,-2,-12,4,0
8/8/5K2/5q1k/8/6b1/8/1r6 w - - 0 1,K vs k+q+r+b,-2,-4,5,1
N3N3/8/8/8/7k/5K2/8/8 w - - 0 1,2N vs k,0,0,4,1
8/3k4/8/2n5/8/r7/5K2/8 b - - 0 1,K vs k+r+n,2,15,4,0
3K2Q1/8/8/8/8/8/4k3/8 w - - 0 1,Q vs k,2,15,3,1
8/8/8/8/8/7B/8/1K5k b - - 0 1,B vs k,0,0,3,0
5N2/4K3/8/p7/8/6k1/8/8 w - - 0 1,N vs k+p,0,0,4,1
K7/8/8/2b5/4r2k/8/3r3P/8 b - - 0 1,P vs k+2r+b,2,1,6,0
8/8/8/3K4/7k/1p6/8/8 b - - 0 1,K vs k+p,2,1,3,0
8/8/5K1n/8/8/2Qk4/8/8 b - - 0 1,Q vs k+n,0,0,4,0
4K3/8/8/Pk6/8/3r4/8/1r6 w - - 0 1,P vs k+2r,-2,-2,5,1
8/K1k4n/8/8/8/2n5/4P3/8 b - - 0 1,P vs k+2n,2,18,5,0
8/8/8/8/4K3/2N5/2k5/8 b - - 0 1,N vs k,0,0,3,0
8/1B6/6r1/8/6k1/8/6KN/8 b - - 0 1,B+N vs k+r,0,0,5,0
b7/8/4n3/2p5/8/8/5k2/K7 b - - 0 1,K vs k+b+n+p,2,1,5,0
8/8/2B4K/2k4b/1p6/8/8/8 b - - 0 1,B vs k+b+p,2,1,5,0
8/k3B3/2r5/8/8/N7/4K3/8 b - - 0 1,B+N vs k+r,0,0,5,0
3K4/2q5/8/8/8/8/1R4kN/8 b - - 0 1,R+N vs k+q,2,3,5,0
8/8/8/8/8/1P6/1k4K1/4n3 w - - 0 1,P vs k+n,0,0,4,1
8/8/8/4n3/K7/3pn3/1k6/8 w - - 0 1,K vs k+2n+p,-2,-2,5,1
2K5/8/k7/8/8/8/8/7P w - - 0 1,P vs k,2,1,3,1
8/4k3/8/K7/8/8/8/6q1 w - - 0 1,K vs k+q,-2,-12,3,1
8/2K1p3/1P6/8/8/5r2/1k1N4/8 w - - 0 1,N+P vs k+r+p,2,1,6,1
R7/3k4/8/8/8/4K3/4B3/7n w - - 0 1,R+B vs k+n,2,5,5,1
8/P7/1K6/8/8/8/2P5/7k b - - 0 1,2P vs k,-2,-2,4,0
8/8/8/k7/6R1/q1b5/4K3/8 b - - 0 1,R vs k+q+b,2,11,5,0
8/2q5/8/8/1qK5/8/3k4/8 w - - 0 1,K vs k+2q,-2,-2,4,1
8/4K1q1/8/8/8/2r5/8/7k w - - 0 1,K vs k+q+r,-2,-4,4,1
8/8/8/1r6/7K/8/3k4/8 b - - 0 1,K vs k+r,2,15,3,0
k7/b2q4/8/3P3K/8/2q5/8/8 b - - 0 1,P vs k+2q+b,2,1,6,0
7B/8/8/8/1K6/4k3/8/8 w - - 0 1,B vs k,0,0,3,1
3k4/8/8/8/KP6/8/8/8 b - - 0 1,P vs k,-2,-8,3,0
1Q3K2/8/3b4/8/1k6/8/8/8 b - - 0 1,Q vs k+b,0,0,4,0
8/6k1/q7/8/8/8/8/3K4 w - - 0 1,K vs k+q,-2,-16,3,1
4k2q/8/8/8/1p6/K7/2Q5/8 w - - 0 1,Q vs k+q+p,0,0,5,1
5R2/5K2/6QB/8/8/5k2/8/8 b - - 0 1,Q+R+B vs k,-2,-4,5,0
2N4Q/8/8/7K/8/8/6k1/8 b - - 0 1,Q+N vs k,-2,-10,4,0
